Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRC36,OUT010,312.8674978456845
FDE39,OUT019,363.8622064973915
FDP57,OUT049,2302.467554357628
FDE57,OUT046,2298.190128151408
NCN18,OUT046,2294.713777162408
NCQ05,OUT018,2203.0089763955407
FDW47,OUT035,2276.6241038288545
FDV46,OUT035,2271.241821527254
NCP29,OUT045,2240.355411593124
FDE09,OUT018,2190.089771301669
NCU06,OUT027,3691.2488625512624
FDT19,OUT010,286.1908186251321
DRF15,OUT017,2254.6427562499393
DRI51,OUT013,2353.2509490517
NCX54,OUT013,2313.53178987951
DRE01,OUT013,2317.9943397306374
NCB07,OUT045,2293.5115302618024
FDU50,OUT035,2209.8509423598093
FDG40,OUT035,2248.8057974138505
FDW10,OUT018,2251.3573756113474
FDX51,OUT013,2315.035743144255
NCP17,OUT045,2294.2511794083985
FDP21,OUT035,2218.085702858575
FDL04,OUT045,2292.525331399675
FDV23,OUT013,2343.593698705854
FDF24,OUT046,2327.282994584173
FDH56,OUT027,3691.2488625512624
FDB51,OUT049,2250.297634551077
FDI58,OUT027,3691.2488625512624
FDR20,OUT013,2366.811183405955
FDC51,OUT018,2200.5434792402216
FDB16,OUT027,3691.2488625512624
FDE40,OUT049,2293.0986651674157
NCM17,OUT035,2220.600509957
FDU56,OUT035,2264.5849792078925
FDS32,OUT019,363.8622064973915
FDX02,OUT049,2295.071062891671
FDT39,OUT027,3691.2488625512624
FDE35,OUT017,2338.4260824568555
NCI42,OUT019,363.8622064973915
DRL23,OUT046,2341.3363283694916
FDA10,OUT046,2351.198316990768
FDA11,OUT013,2306.406503100638
NCM06,OUT046,2287.711765241302
NCT05,OUT035,2235.2209080880425
NCQ02,OUT010,310.8951001214293
NCY06,OUT049,2291.3728171586927
FDY56,OUT035,2262.1194820525734
FDL02,OUT035,2280.1176112864027
NCI06,OUT035,2237.2179607838507
FDQ14,OUT045,2244.546756757166
FDQ12,OUT017,2226.536088679302
FDP36,OUT046,2302.1102686283652
FDK21,OUT027,3691.2488625512624
FDO40,OUT045,2283.1564422094625
NCK54,OUT019,363.8622064973915
FDY09,OUT018,2223.743807471774
NCW30,OUT049,2241.865634279886
NCC55,OUT027,3691.2488625512624
FDE58,OUT018,2238.0436909726245
FDR39,OUT013,2368.5370314146785
FDU28,OUT049,2310.8502446857133
FDH08,OUT017,2201.190777922622
FDG35,OUT045,2442.8277708570995
FDG22,OUT049,2302.960653788692
FDC34,OUT035,2260.39363404385
FDP15,OUT018,2221.7714097475186
FDK34,OUT010,314.59334585440774
FDU45,OUT035,2258.4212363195948
FDQ04,OUT027,3691.2488625512624
FDX22,OUT018,2180.277092623499
FDB45,OUT017,2266.9702420265344
NCH43,OUT027,3691.2488625512624
DRE60,OUT046,2297.179274317727
FDD17,OUT027,3691.2488625512624
NCM54,OUT017,2251.4376099480246
NCH55,OUT013,2348.8130541721257
NCT06,OUT017,2248.4790133616416
FDA48,OUT027,3691.2488625512624
FDY58,OUT027,3691.2488625512624
FDO25,OUT045,2229.9017036545706
FDN50,OUT045,2281.923693631803
FDH35,OUT035,2410.9426232168066
FDK09,OUT045,2273.78755301925
FDO16,OUT013,2295.213146015489
FDW11,OUT045,2282.1284319072333
FDU47,OUT027,3712.4103266469047
NCQ42,OUT010,349.1103060288747
FDK55,OUT027,3691.2488625512624
FDN08,OUT049,2254.2424299995873
FDT57,OUT045,2273.78755301925
FDJ12,OUT018,2190.681490618945
DRL59,OUT017,2246.753165352918
NCN53,OUT046,2276.3704783268345
FDO51,OUT010,282.22136820506853
FDK56,OUT017,2211.965000491366
FDY12,OUT035,2229.821469317894
FDU15,OUT035,2248.8057974138505
FDQ19,OUT046,2287.0953909524724
DRF15,OUT045,2289.3201850977603
DRE25,OUT019,363.8622064973915
FDK57,OUT018,2197.0917832227747
FDD33,OUT010,312.12784869908864
FDR34,OUT027,3691.2488625512624
FDU04,OUT045,2237.9392243809107
FDE35,OUT019,503.31645847141226
NCD31,OUT035,2241.1627562323615
FDJ56,OUT035,2225.8027089547236
NCU53,OUT046,2277.899086563132
FDD39,OUT035,2263.845330061297
NCU17,OUT019,363.8622064973915
FDJ20,OUT046,2352.924164999491
NCW41,OUT018,2235.5781938173054
FDL52,OUT035,2214.214872324724
FDS39,OUT035,2215.49693084549
DRJ47,OUT045,2288.8270856666963
FDP13,OUT010,288.70562572355766
DRK39,OUT010,283.3801518680684
FDF28,OUT010,326.1811824844074
FDB09,OUT045,2278.96509704542
FDM51,OUT046,2309.038315634812
DRM49,OUT018,2176.948671463818
DRF23,OUT013,2290.923180965234
DRH01,OUT035,2267.7901255098072
FDH12,OUT027,3691.2488625512624
FDA28,OUT019,363.8622064973915
FDW37,OUT018,2241.495386990071
FDF02,OUT046,2330.7346906016196
DRL37,OUT046,2327.282994584173
NCF43,OUT046,2292.8153443528126
FDH08,OUT010,285.7963390802811
FDR34,OUT019,363.8622064973915
NCK19,OUT049,2264.4988981657148
NCD55,OUT018,2215.854216574753
FDT27,OUT049,2272.3638340911825
FDQ57,OUT045,2234.709423107443
FDA47,OUT035,2233.2731653353403
DRG15,OUT027,3691.2488625512624
FDE05,OUT018,2200.5434792402216
FDN46,OUT046,2286.4050517489827
FDX27,OUT027,3691.2488625512624
FDT51,OUT045,2256.2825232164846
FDU33,OUT013,2305.8147837833612
FDJ16,OUT027,3691.2488625512624
FDD20,OUT019,363.8622064973915
FDT36,OUT049,2276.82638394231
DRF15,OUT027,3691.2488625512624
FDN52,OUT010,295.0912633558339
FDC22,OUT027,3691.2488625512624
FDX15,OUT045,2283.6495416405264
FDT13,OUT013,2341.4165627061684
FDU04,OUT017,2203.2617955330898
FDU31,OUT019,363.8622064973915
FDW59,OUT027,3712.4103266469047
NCO29,OUT046,2305.833169332897
FDL15,OUT035,2269.5159735185307
FDI41,OUT049,2307.3985486682664
FDQ48,OUT049,2286.688372563586
DRI39,OUT013,2336.2390186799985
FDI08,OUT013,2357.9353936468065
FDC21,OUT049,2288.1676708567775
FDF58,OUT035,2247.079949405127
FDS08,OUT010,277.0438241788984
FDE47,OUT045,2408.064260967101
NCP18,OUT019,363.8622064973915
NCR41,OUT013,2356.209545638083
FDA27,OUT013,2368.5370314146785
FDA43,OUT035,2235.2209080880425
FDA49,OUT045,2295.9770274171215
NCE55,OUT018,2190.804765476711
DRM49,OUT027,3691.2488625512624
FDF22,OUT027,3691.2488625512624
FDQ15,OUT018,2247.166030447305
NCS54,OUT017,2231.220533274408
NCY05,OUT013,2334.759720386807
FDR45,OUT046,2304.107321324174
FDK57,OUT049,2266.4466409184165
FDF41,OUT010,308.6761526816422
FDV21,OUT046,2307.5590173416203
FDD51,OUT046,2305.833169332897
FDF33,OUT046,2290.152607425068
FDA38,OUT046,2277.6771918191534
FDR56,OUT045,2275.2668513124413
NCN41,OUT017,2247.9859139305777
FDC60,OUT027,3691.2488625512624
FDB47,OUT045,2242.229189431166
DRH01,OUT013,2354.4836976293595
FDW08,OUT046,2310.5176139280034
FDF38,OUT027,3691.2488625512624
FDY32,OUT017,2201.6592223821326
FDG34,OUT049,2272.8815884937994
FDG47,OUT019,503.31645847141226
NCF18,OUT035,2271.98147067385
FDL39,OUT019,363.8622064973915
NCH55,OUT035,2262.1194820525734
DRJ35,OUT049,2265.978196458906
FDS44,OUT035,2243.8748031032123
DRE01,OUT018,2196.623338763264
FDY39,OUT013,2294.3502220111277
FDY32,OUT018,2184.320507958222
FDR33,OUT027,3691.2488625512624
NCP50,OUT049,2301.7279052110325
FDZ47,OUT018,2248.8918784560283
FDU57,OUT049,2256.954476870438
FDY44,OUT013,2337.964866688722
DRH59,OUT018,2200.0750347807107
FDB03,OUT027,3691.2488625512624
FDY46,OUT045,2290.55293367542
FDM39,OUT045,2230.4934229718474
FDY36,OUT035,2242.148955094489
NCM55,OUT035,2258.4212363195948
FDJ50,OUT010,291.3930176228555
DRL60,OUT013,2310.203368719829
NCJ54,OUT049,2264.9673426252252
FDX59,OUT017,2235.5919617423274
FDI07,OUT013,2329.0890769295734
DRF51,OUT010,326.4277321999393
FDM14,OUT017,2232.2067321365357
FDP21,OUT045,2235.4244172824856
FDE40,OUT035,2258.4212363195948
FDE05,OUT035,2235.2209080880425
FDM13,OUT027,3691.2488625512624
FDC34,OUT027,3691.2488625512624
NCI55,OUT018,2238.5367904036884
NCE43,OUT018,2208.457725108796
FDW58,OUT018,2249.1384281715605
FDG60,OUT045,2299.1821737190367
FDV31,OUT017,2212.4827548939834
FDR47,OUT013,2377.3710097337253
FDM60,OUT019,363.8622064973915
NCF06,OUT018,2177.565045752648
NCN26,OUT027,3691.2488625512624
FDQ59,OUT049,2285.660362261357
FDF09,OUT046,2281.498712409898
NCS06,OUT017,2203.286450504643
FDT44,OUT046,2332.707088325875
FDI19,OUT017,2238.617024740365
FDT22,OUT017,2215.416696508813
NCF54,OUT027,3691.2488625512624
DRG25,OUT045,2250.6118797592508
FDB59,OUT017,2254.1496568188754
FDQ37,OUT017,2266.477142595471
FDP56,OUT035,2221.857913506213
FDW44,OUT035,2228.342171024702
FDJ26,OUT010,324.2087847601522
FDU43,OUT018,2242.235036136667
FDW33,OUT045,2245.1631310459957
NCX53,OUT027,3691.2488625512624
FDN56,OUT010,275.68780074347296
DRF15,OUT049,2306.6588995216707
FDO33,OUT017,2236.891176731642
FDZ39,OUT010,345.90515972695994
NCJ19,OUT017,2255.875504827599
FDU01,OUT035,2281.3503598640623
FDT12,OUT035,2212.143854714256
NCM18,OUT018,2210.923222264115
FDP19,OUT017,2220.865445222068
NCR42,OUT049,2261.0718571198213
FDN10,OUT046,2307.5590173416203
FDG44,OUT017,2194.386005773941
FDQ10,OUT046,2314.215859660982
DRH13,OUT049,2258.458430135183
FDT52,OUT013,2315.9972870348292
FDM56,OUT045,2281.1840444852073
NCO43,OUT010,275.8850405158985
NCV29,OUT035,2239.68345793917
NCF06,OUT013,2298.9360467200213
FDO50,OUT035,2261.6263826215095
FDT59,OUT013,2356.660833629045
FDX40,OUT027,3691.2488625512624
FDE50,OUT017,2261.2995985693005
FDX51,OUT017,2211.0034566007917
NCD30,OUT018,2243.96088414539
FDK15,OUT013,2321.4460357480843
FDL12,OUT045,2276.9926993211648
FDK46,OUT017,2211.4965560318556
DRH49,OUT010,345.90515972695994
FDQ57,OUT046,2286.7255663791743
FDY59,OUT017,2204.568509025409
FDO09,OUT018,2213.388719419434
NCG30,OUT035,2281.10381014853
FDM09,OUT017,2219.1395972133446
NCN17,OUT027,3691.2488625512624
NCS42,OUT013,2310.59784826468
FDD02,OUT019,363.8622064973915
FDE34,OUT013,2313.53178987951
FDU38,OUT045,2252.0911780524425
FDB33,OUT046,2338.3777317831086
NCJ29,OUT017,2216.4275503424938
FDZ27,OUT035,2220.6251649285537
FDI40,OUT013,2324.897731765531
FDG22,OUT013,2354.9767970604235
FDT51,OUT017,2221.6050943686637
FDF20,OUT018,2210.1835731175192
FDV50,OUT035,2252.0109437157653
FDT02,OUT049,2278.3056822355015
DRC49,OUT017,2206.910731322962
FDF26,OUT049,2249.829190091566
FDV52,OUT035,2283.569307303849
FDX59,OUT049,2287.608105014059
FDV25,OUT035,2210.6152464779584
FDW23,OUT027,3691.2488625512624
FDE53,OUT018,2200.5434792402216
FDA19,OUT017,2201.240087865728
FDH22,OUT046,2282.4356013289193
NCO41,OUT013,2329.828726076169
FDX12,OUT017,2253.9031071033437
FDF17,OUT013,2293.7831576654044
FDS11,OUT045,2254.7614134831915
FDR51,OUT035,2226.0492586702558
FDT49,OUT010,283.2815319818558
FDC56,OUT013,2306.2585732713187
FDR13,OUT027,3691.2488625512624
FDQ60,OUT035,2212.0452348280432
FDN38,OUT049,2248.7936812863322
NCL29,OUT013,2315.9972870348292
FDO13,OUT027,3691.2488625512624
FDE26,OUT018,2192.678543314754
FDA31,OUT010,283.77463141291946
FDX14,OUT035,2246.0937505429997
FDA34,OUT045,2394.9971260439097
FDF26,OUT013,2301.845333363298
FDE38,OUT045,2230.9865224029113
DRI11,OUT046,2291.582595775153
FDQ60,OUT027,3691.2488625512624
FDL21,OUT027,3691.2488625512624
DRC12,OUT027,3691.2488625512624
FDC47,OUT046,2324.817497428854
FDE57,OUT045,2246.1739848796765
FDT14,OUT045,2251.573423649825
NCZ53,OUT046,2298.190128151408
FDE28,OUT018,2193.664742176881
FDR19,OUT035,2248.066148267255
NCF54,OUT019,363.8622064973915
FDZ08,OUT046,2312.4900116522585
NCJ05,OUT018,2239.029889834752
FDF59,OUT046,2451.9442636262793
NCO05,OUT035,2217.346053711979
FDW24,OUT018,2180.3510575381583
NCX42,OUT018,2178.1814200414774
NCA53,OUT035,2237.6864052433616
FDI45,OUT019,363.8622064973915
FDG46,OUT046,2293.407063670089
FDM20,OUT010,298.07451491377014
FDW11,OUT010,332.0565642170716
FDX08,OUT035,2244.86100196534
NCK17,OUT035,2235.7386624906594
FDK32,OUT018,2226.9489537736886
NCA42,OUT035,2215.8421004472348
DRI01,OUT035,2220.797749729426
NCL55,OUT049,2276.086734795714
DRE25,OUT018,2222.5110588941143
FDD14,OUT017,2266.2305928799387
FDB10,OUT046,2300.162525875663
DRN11,OUT035,2220.206030412149
FDP38,OUT018,2196.623338763264
NCA30,OUT017,2257.847902551854
FDT15,OUT017,2224.070591523983
NCP55,OUT018,2219.059362876668
FDF12,OUT035,2222.104463221745
FDM21,OUT018,2246.426381300709
FDX56,OUT035,2265.817727785552
FDF10,OUT017,2240.5894224646204
FDT32,OUT045,2292.525331399675
FDM51,OUT018,2205.006029091349
NCR50,OUT018,2246.426381300709
FDI19,OUT049,2290.6331680120966
FDX21,OUT017,2198.9225205397283
FDR31,OUT035,2213.351948320362
FDY02,OUT013,2312.2990413018506
NCA29,OUT045,2250.6118797592508
NCX17,OUT046,2355.6362118703423
FDM12,OUT045,2281.1840444852073
FDI53,OUT027,3691.2488625512624
NCU30,OUT049,2241.372534848822
FDC56,OUT027,3691.2488625512624
FDK27,OUT018,2201.0612336428385
NCK18,OUT017,2211.4965560318556
FDB52,OUT019,363.8622064973915
DRG25,OUT027,3691.2488625512624
FDZ13,OUT049,2254.834149316864
FDB57,OUT019,363.8622064973915
FDR40,OUT046,2295.7246309960888
NCO14,OUT019,363.8622064973915
NCN19,OUT045,2263.43246496691
FDQ28,OUT019,363.8622064973915
FDO13,OUT018,2185.602566478988
FDK48,OUT013,2304.9025498358933
FDU07,OUT018,2201.5543330739024
FDW20,OUT046,2353.170714715023
FDV12,OUT010,331.11217679504557
FDH24,OUT013,2370.2628794234015
FDV59,OUT049,2303.1653920641224
FDK57,OUT045,2249.107926494506
FDL16,OUT027,3691.2488625512624
NCQ17,OUT046,2301.641824168855
FDJ15,OUT018,2202.787081651562
FDX24,OUT049,2257.3736113868426
FDT47,OUT046,2297.9510769388808
FDT10,OUT049,2298.522758909118
FDZ37,OUT018,2186.761350141988
FDW43,OUT027,3691.2488625512624
DRN36,OUT017,2239.110124171429
FDJ14,OUT045,2249.6256808971234
FDA32,OUT013,2337.2252175421263
FDJ38,OUT019,363.8622064973915
FDQ57,OUT017,2200.031994259622
NCQ41,OUT019,363.8622064973915
FDG56,OUT049,2281.757378252948
DRC13,OUT027,3691.2488625512624
FDV55,OUT035,2269.022874087467
FDQ49,OUT045,2298.4425245724406
FDE29,OUT010,292.67507614362125
FDR03,OUT013,2345.607907870211
FDD45,OUT049,2258.6556699076086
FDN38,OUT010,281.38309917226
FDT56,OUT046,2329.7484917394922
FDT48,OUT045,2223.09693150589
FDU03,OUT049,2308.384747530394
FDC56,OUT010,286.8318478855151
NCO43,OUT027,3691.2488625512624
FDQ27,OUT017,2189.7508711219416
FDR03,OUT046,2328.2691934463005
DRH23,OUT010,321.00363845823745
FDG22,OUT045,2285.6219393647816
NCJ42,OUT013,2365.5784348282955
FDR24,OUT046,2336.4053340588534
FDW60,OUT035,2208.3223341235116
FDJ08,OUT013,2322.9253340412756
DRL59,OUT018,2229.4144509290077
FDG60,OUT010,349.1103060288747
FDW27,OUT017,2193.054637310069
FDX14,OUT018,2211.416321695179
FDC20,OUT013,2320.7063866014887
NCS29,OUT018,2191.199245021562
FDJ56,OUT046,2295.1575666503654
FDB20,OUT019,363.8622064973915
FDL28,OUT027,3691.2488625512624
FDW01,OUT018,2218.319713730072
FDL03,OUT046,2345.774223249066
FDX22,OUT049,2249.6319503191407
FDJ21,OUT035,2263.845330061297
FDR31,OUT045,2230.6906627442727
FDG21,OUT035,2267.0504763632116
FDS22,OUT027,3691.2488625512624
FDK08,OUT035,2226.838217759958
FDE17,OUT018,2245.9332818696457
NCN30,OUT017,2244.780767628663
FDT50,OUT046,2284.1367943660894
NCX42,OUT049,2247.5362777371197
FDJ12,OUT035,2225.358919466766
NCA18,OUT027,3691.2488625512624
FDP23,OUT019,385.0236705930338
FDX12,OUT013,2357.9353936468065
FDN40,OUT018,2175.814542772371
FDV48,OUT035,2226.838217759958
NCY54,OUT013,2309.759579231872
FDL16,OUT010,312.12784869908864
FDR45,OUT018,2200.0750347807107
FDJ52,OUT046,2286.0845371187916
DRG01,OUT017,2237.137726447174
FDP52,OUT013,2360.4008908021256
FDU58,OUT017,2196.7528830430474
FDL02,OUT045,2297.456325710313
FDG28,OUT013,2313.9755793674676
FDA19,OUT035,2218.5788022896386
FDW46,OUT027,3691.2488625512624
NCD43,OUT049,2259.8144535706083
DRG39,OUT013,2337.964866688722
NCF55,OUT049,2249.0895409449704
FDJ07,OUT046,2286.651601464515
FDE08,OUT046,2340.596679222896
FDP56,OUT019,363.8622064973915
FDT45,OUT045,2276.9926993211648
FDF17,OUT018,2172.412156698031
FDX44,OUT046,2296.7108298582166
FDM28,OUT027,3691.2488625512624
FDI36,OUT049,2277.8125828044376
FDS07,OUT045,2259.7342192339315
FDD36,OUT045,2264.4186638290375
FDW11,OUT046,2334.1445751789647
FDN40,OUT049,2245.169400468013
NCQ18,OUT049,2293.8383143140113
NCQ54,OUT017,2251.4376099480246
NCS42,OUT045,2241.2429905690383
DRH39,OUT010,350.83615403759813
FDC09,OUT027,3691.2488625512624
FDT08,OUT010,316.07264414759925
FDC08,OUT035,2275.1866169757645
FDT20,OUT017,2215.93445091143
FDS35,OUT035,2248.517436258217
FDX58,OUT018,2211.6628714107105
FDW58,OUT046,2353.170714715023
DRD27,OUT046,2343.308726093747
FDH32,OUT019,363.8622064973915
FDS26,OUT035,2281.843459295126
FDQ31,OUT046,2279.3783848563235
FDP11,OUT018,2246.1380201450756
FDD58,OUT017,2202.4235265002817
FDM33,OUT045,2275.759950743505
FDZ16,OUT049,2299.2624080557134
NCS29,OUT010,293.14352060313195
NCM18,OUT019,363.8622064973915
FDP11,OUT049,2315.4928778407175
NCC42,OUT017,2238.1239253093017
DRM23,OUT046,2332.707088325875
NCN55,OUT027,3691.2488625512624
FDK46,OUT013,2315.5288425753183
FDR01,OUT046,2277.504607018281
NCA05,OUT045,2301.154571443292
NCP43,OUT017,2251.6841596635563
FDR12,OUT010,310.8951001214293
FDQ01,OUT013,2365.3318851127638
FDM13,OUT046,2282.5342212151318
FDQ19,OUT017,2200.4018188329196
FDK56,OUT019,363.8622064973915
NCX06,OUT010,335.55007167461986
FDO56,OUT027,3691.2488625512624
FDU45,OUT045,2275.759950743505
FDI16,OUT019,363.8622064973915
FDL32,OUT046,2328.2691934463005
FDA07,OUT046,2288.0815898145997
FDA14,OUT045,2278.2254478988243
FDV46,OUT027,3691.2488625512624
NCO07,OUT035,2226.1725335280216
NCP41,OUT046,2332.707088325875
FDY60,OUT018,2198.5957364875194
FDN38,OUT017,2196.777538014601
FDO15,OUT046,2333.4467374724704
FDT60,OUT013,2327.36322892085
FDA55,OUT035,2266.310827216616
FDE02,OUT010,291.7135322530469
DRJ39,OUT049,2316.027788711883
FDV34,OUT035,2234.2347092259147
FDS20,OUT027,3691.2488625512624
FDF02,OUT027,3691.2488625512624
FDW40,OUT017,2233.1929309986635
NCB43,OUT046,2350.458667844172
FDR58,OUT017,2197.073397673239
DRJ59,OUT035,2238.943808792574
NCD30,OUT017,2261.2995985693005
FDE14,OUT017,2231.46708298994
FDC28,OUT018,2185.7998062514134
FDU16,OUT018,2241.741936705603
NCD19,OUT035,2225.5315042676384
FDU21,OUT046,2309.038315634812
FDV59,OUT027,3712.4103266469047
FDU03,OUT045,2291.0460331064837
FDC33,OUT010,292.9462808307064
NCR42,OUT035,2226.3944282720004
DRH59,OUT035,2234.752463628532
NCM31,OUT035,2211.5521353969793
FDS50,OUT035,2265.324628354488
FDP39,OUT046,2313.229660798854
FDQ55,OUT013,2335.499369533403
FDV36,OUT019,363.8622064973915
FDI05,OUT027,3691.2488625512624
FDS45,OUT027,3691.2488625512624
FDA39,OUT045,2230.0003235407835
FDC37,OUT010,325.1949836222798
FDJ60,OUT027,3691.2488625512624
DRQ35,OUT046,2296.7108298582166
NCJ06,OUT046,2349.9655684131085
NCY42,OUT018,2178.2800399276903
DRM37,OUT049,2291.865916589756
FDR14,OUT045,2256.2825232164846
FDE51,OUT049,2245.3912952119917
FDT33,OUT017,2202.6700762158134
FDR08,OUT013,2360.4008908021256
FDE36,OUT010,274.70160188134537
FDL22,OUT019,363.8622064973915
FDR44,OUT013,2298.3196724311915
FDI56,OUT019,363.8622064973915
FDE47,OUT010,457.9923932769391
FDV27,OUT010,288.06459646317467
FDV10,OUT049,2253.8726054262893
FDC40,OUT045,2277.7323484677604
NCX41,OUT013,2361.880189095317
NCQ38,OUT027,3691.2488625512624
FDV12,OUT027,3691.2488625512624
FDE52,OUT017,2215.416696508813
FDG20,OUT027,3691.2488625512624
FDV16,OUT027,3691.2488625512624
FDI32,OUT017,2251.4376099480246
FDJ32,OUT049,2268.9121380737356
FDN39,OUT018,2242.235036136667
FDY34,OUT017,2215.93445091143
FDC14,OUT035,2252.997142577893
FDA55,OUT017,2248.9721127927055
FDZ50,OUT010,311.8812989835569
DRG13,OUT049,2301.2348057799686
FDP01,OUT013,2370.5094291389337
NCG54,OUT017,2223.824041808451
FDM13,OUT045,2230.5180779434004
NCO18,OUT027,3691.2488625512624
NCW41,OUT013,2356.9491947846786
FDM52,OUT027,3691.2488625512624
NCF55,OUT035,2214.4121120971495
FDT09,OUT046,2325.5571465754497
NCM19,OUT035,2243.8748031032123
FDW12,OUT018,2187.821513918775
FDP15,OUT019,363.8622064973915
FDK36,OUT045,2233.797189159975
FDZ25,OUT035,2258.9143357506587
NCW06,OUT049,2296.0572617537987
FDW60,OUT046,2277.6771918191534
DRC49,OUT013,2310.943017866425
NCT17,OUT035,2234.752463628532
NCN06,OUT018,2188.191338492073
FDC45,OUT013,2352.0182004740404
DRJ47,OUT019,363.8622064973915
NCF06,OUT045,2229.5811890243795
FDE21,OUT010,311.8812989835569
DRG27,OUT013,2312.0524915863184
FDW40,OUT049,2285.209074270395
NCO53,OUT046,2330.7346906016196
FDE23,OUT049,2442.414905762713
FDQ16,OUT046,2347.9931706888533
FDS26,OUT045,2299.1821737190367
FDZ13,OUT010,287.4235672027917
FDS14,OUT049,2252.09744747446
FDC10,OUT045,2247.1601837418043
FDY16,OUT049,2306.6588995216707
FDJ20,OUT035,2283.569307303849
FDV43,OUT035,2260.39363404385
FDZ32,OUT027,3691.2488625512624
FDR23,OUT046,2350.1703066885384
FDN24,OUT035,2251.0247448536375
FDE34,OUT027,3691.2488625512624
FDU31,OUT013,2319.9667374548926
FDW33,OUT018,2193.1469877742643
FDU26,OUT046,2333.2001877569387
FDE20,OUT027,3691.2488625512624
NCW05,OUT035,2281.3503598640623
FDB22,OUT018,2186.3668705971368
FDO56,OUT046,2301.124069766238
FDA19,OUT027,3691.2488625512624
DRI39,OUT045,2266.8841609843566
FDH52,OUT018,2193.27026263203
FDZ50,OUT035,2244.614452249808
NCN42,OUT035,2281.3503598640623
FDB53,OUT013,2334.0200712402116
DRG11,OUT017,2195.643409323154
DRK11,OUT027,3691.2488625512624
FDQ60,OUT017,2194.706520404133
FDT36,OUT017,2224.8102406705784
DRG25,OUT018,2198.5957364875194
DRJ23,OUT046,2341.3363283694916
FDG05,OUT035,2235.7386624906594
NCK06,OUT018,2171.623197608329
FDU52,OUT017,2201.437327638154
FDW07,OUT018,2235.5781938173054
NCM17,OUT045,2237.9392243809107
FDA22,OUT045,2374.9526341711658
NCA41,OUT018,2229.4144509290077
FDF38,OUT035,2239.68345793917
FDH52,OUT046,2297.302549175493
FDY58,OUT019,363.8622064973915
FDZ16,OUT045,2281.923693631803
NCM18,OUT017,2228.2619366880253
FDA22,OUT018,2322.9364908994344
NCJ43,OUT035,2214.214872324724
FDI34,OUT027,3691.2488625512624
FDG56,OUT046,2316.434807100769
FDS34,OUT046,2346.26732268013
DRC01,OUT035,2210.689211392618
FDQ04,OUT035,2213.056088661724
FDK04,OUT035,2217.7898431999365
FDT51,OUT049,2273.621237640395
FDV26,OUT017,2264.011645440152
FDS04,OUT049,2266.4466409184165
FDW43,OUT018,2245.9332818696457
FDQ28,OUT010,317.7984921563227
NCK06,OUT017,2188.9619120322395
FDS23,OUT018,2190.836918951269
FDZ36,OUT019,363.8622064973915
FDE56,OUT018,2231.8799480843268
FDW10,OUT027,3691.2488625512624
NCN14,OUT045,2293.018430830739
NCQ18,OUT045,2276.499599890101
FDW08,OUT017,2223.824041808451
FDU43,OUT035,2276.912464984488
FDR33,OUT010,284.8101402181535
FDM24,OUT010,279.0162219031538
NCZ05,OUT046,2292.6920694950463
NCV41,OUT035,2252.257493431297
FDV11,OUT018,2212.8538085482683
NCY05,OUT035,2248.066148267255
FDV44,OUT018,2188.0680636343072
FDW32,OUT049,2306.6588995216707
NCU18,OUT027,3691.2488625512624
NCC43,OUT035,2217.937773029256
FDW19,OUT013,2329.0890769295734
FDN31,OUT035,2238.2041596459785
FDI48,OUT045,2257.2687220786124
FDS24,OUT017,2266.9702420265344
FDF46,OUT049,2251.0372836976726
DRG23,OUT017,2207.946240128196
FDG14,OUT018,2191.199245021562
NCY30,OUT049,2316.027788711883
FDO28,OUT018,2175.247478426648
DRD24,OUT035,2249.791996275978
FDI33,OUT049,2297.53656004699
FDN32,OUT046,2337.144983205449
FDR16,OUT045,2227.6581012432302
FDF26,OUT046,2284.5066189393874
NCN29,OUT018,2221.7714097475186
FDE20,OUT045,2254.8032249232933
FDA46,OUT046,2317.9141053939607
FDU28,OUT045,2293.5115302618024
FDQ48,OUT045,2269.3496581396757
FDV36,OUT013,2360.4008908021256
FDR14,OUT018,2204.266379944753
FDP23,OUT017,2218.4074465697536
FDP56,OUT013,2308.5514856257655
FDK48,OUT010,285.4758244500897
FDR48,OUT046,2308.298666488216
NCY29,OUT049,2283.4832262616715
FDM22,OUT018,2215.854216574753
DRJ01,OUT013,2298.4429472889574
FDZ43,OUT045,2253.07737691457
FDV03,OUT035,2268.283224940871
FDX11,OUT027,3691.2488625512624
NCA41,OUT027,3691.2488625512624
FDE38,OUT017,2196.3090935550904
FDI27,OUT018,2189.7692566714773
FDN32,OUT013,2354.4836976293595
NCN43,OUT017,2224.070591523983
FDB47,OUT027,3691.2488625512624
FDV03,OUT017,2250.9445105169607
NCN30,OUT045,2279.458196476484
NCV54,OUT010,303.498608655472
FDV07,OUT013,2315.035743144255
FDP07,OUT049,2305.919250375075
FDK48,OUT018,2183.53154886852
FDM15,OUT019,363.8622064973915
FDY19,OUT027,3691.2488625512624
FDK46,OUT046,2298.190128151408
FDY11,OUT045,2231.9234113219322
FDH09,OUT046,2312.9831110833225
FDO08,OUT027,3691.2488625512624
FDU14,OUT013,2355.716446207019
FDD22,OUT027,3691.2488625512624
FDM27,OUT017,2225.0567903861106
FDL02,OUT027,3691.2488625512624
NCA17,OUT035,2283.0762078727857
FDE38,OUT019,363.8622064973915
NCG07,OUT049,2276.82638394231
DRC27,OUT013,2336.2390186799985
